sequence_id,cell_id,source_checkpoint,target_checkpoint,modality,point_index,time_s,voltage_V,capacity_Ah,temperature_K,actual_soh
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,12,735954.8591044145,2.9820538,0.0024765905492451982,314.125075,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,13,735954.8591159886,2.989192,0.002682975507046169,314.07517099999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,14,735954.8591275626,2.9964101,0.0028893617203369143,314.062663,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,15,735954.8591391367,3.0032675,0.0030957478114929204,314.125075,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,16,735954.8591507107,3.0096035,0.0033021336038140192,314.07517099999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,17,735954.8591622849,3.0158193,0.003508518862609864,314.062663,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,18,735954.8591738589,3.0220752,0.003714905526506212,314.01276199999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,19,735954.859185433,3.02789,0.003921291014957004,314.062663,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,20,735954.8591970071,3.0338249,0.004127675580454508,314.05019599999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,21,735954.8592085812,3.0391183,0.004334063886898465,314.05019599999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,22,735954.8592201553,3.0444117,0.004540451496877034,314.11260799999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,23,735954.8592317293,3.049665,0.0047468383252970365,314.087637,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,24,735954.8592433034,3.0548382,0.0049532240771111395,314.087637,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,25,735954.8592548774,3.0597305,0.005159608115525988,314.037695,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,26,735954.8592664516,3.0648634,0.005365993248613146,314.087637,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,27,735954.8592780256,3.0693147,0.005572378827250163,313.98778799999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,28,735954.8592895997,3.0742071,0.005778762627298991,314.07517099999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,29,735954.8593011737,3.0788589,0.005985147417378742,314.05019599999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,30,735954.8593127478,3.08323,0.006191530803314209,314.02522899999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,31,735954.8593243218,3.0877213,0.006397912878991021,314.037695,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,32,735954.859335896,3.0919321,0.006604295635759142,314.05019599999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,33,735954.8593474701,3.096343,0.006810677195285373,314.087637,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,34,735954.8593590441,3.1001928,0.007017058251013861,313.962817,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,35,735954.8593706182,3.1044436,0.007223438555270724,314.037695,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,36,735954.8593821923,3.1084137,0.007429819914900037,313.95034999999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,37,735954.8593937664,3.1125441,0.00763620333650038,314.01276199999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,38,735954.8594053404,3.1163538,0.007842587290327285,314.037695,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,39,735954.8594169145,3.120003,0.00804897311098904,314.100142,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,40,735954.8594284885,3.1238928,0.008255358765533448,313.975283,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,41,735954.8594400627,3.1275423,0.00846174314871555,314.02522899999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,42,735954.8594516367,3.1313117,0.008668126814358182,313.975283,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,43,735954.8594632108,3.1348004,0.008874510368448893,313.98778799999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,44,735954.8594747848,3.138129,0.009080894967417399,313.95034999999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,45,735954.8594863589,3.1418984,0.00928727935603502,314.01276199999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,46,735954.8594979331,3.1451869,0.009493662970299615,313.98778799999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,47,735954.8595095071,3.1485953,0.009700047417093913,313.95034999999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,48,735954.8595210812,3.1520441,0.009906432930111354,313.962817,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,49,735954.8595326552,3.1551321,0.01011281863053046,313.95034999999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,50,735954.8595442293,3.1585004,0.01031920539027913,313.95034999999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,51,735954.8595558034,3.1615081,0.010525589984035919,313.937846,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,52,735954.8595673775,3.1648366,0.01073197413037448,313.962817,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,53,735954.8595789515,3.1678843,0.01093835891321479,313.92537899999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,54,735954.8595905256,3.1709321,0.01114474292530992,313.912875,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,55,735954.8596020996,3.1738994,0.011351125337270099,313.88794199999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,56,735954.8596136738,3.1769071,0.01155750778977119,314.02522899999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,57,735954.8596252478,3.1797943,0.01176389052699788,313.92537899999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,58,735954.8596368219,3.1831229,0.01197027436569553,313.92537899999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,59,735954.859648396,3.1858096,0.01217665874567668,313.88794199999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,60,735954.85965997,3.1889377,0.01238304431343926,313.92537899999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,61,735954.8596715442,3.1914639,0.01258942843851047,313.83799999999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,62,735954.8596831182,3.1945117,0.01279581227907308,313.850466,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,63,735954.8596946923,3.1970382,0.01300219606477186,313.912875,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,64,735954.8597062663,3.199805,0.01320858048521932,313.82553299999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,65,735954.8597178404,3.2027326,0.013414964288438578,313.92537899999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,66,735954.8597294145,3.2052588,0.013621348783131919,313.86297099999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,67,735954.8597409886,3.2080259,0.01382773199758572,313.875437,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,68,735954.8597525626,3.2107127,0.01403411416733805,313.813025,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,69,735954.8597641367,3.2133994,0.014240498451646589,313.82553299999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,70,735954.8597757107,3.2157655,0.01444688383188205,313.95034999999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,71,735954.8597872849,3.218292,0.014653267753658722,313.82553299999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,72,735954.859798859,3.2209787,0.01485964975170559,313.850466,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,73,735954.859810433,3.2236254,0.01506603351793756,313.76312499999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,74,735954.8598220071,3.2256706,0.01527241494502428,313.813025,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,75,735954.8598335811,3.2285178,0.01547879619694349,313.88794199999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,76,735954.8598451553,3.2311645,0.0156851772789917,313.90040799999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,77,735954.8598567293,3.23333,0.0158915600781996,313.83799999999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,78,735954.8598683034,3.2357361,0.01609794037176853,313.77559099999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,79,735954.8598798774,3.2382624,0.01630432153540378,313.86297099999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,80,735954.8598914515,3.2405884,0.01651070454131741,313.76312499999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,81,735954.8599030256,3.2426736,0.01671708722376506,313.77559099999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,82,735954.8599145997,3.2454004,0.01692346940945435,313.83799999999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,83,735954.8599261737,3.247566,0.01712985062946574,313.82553299999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,84,735954.8599377478,3.2496512,0.01733623129622735,313.813025,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,85,735954.859949322,3.2521377,0.01754261426853773,313.77559099999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,86,735954.859960896,3.2542629,0.01774899812308757,313.73814999999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,87,735954.8599724701,3.2563081,0.01795538004862467,313.788058,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,88,735954.8599840441,3.2586341,0.01816176362917752,313.813025,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,89,735954.8599956182,3.2609599,0.018368147476823592,313.76312499999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,90,735954.8600071922,3.2631655,0.01857452981809828,313.73814999999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,91,735954.8600187664,3.2652507,0.01878091325013563,313.725645,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,92,735954.8600303404,3.2674963,0.018987295495866568,313.77559099999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,93,735954.8600419145,3.2694213,0.01919367523614841,313.788058,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,94,735954.8600534885,3.271667,0.01940005674801975,313.76312499999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,95,735954.8600650626,3.2737522,0.019606435735015873,313.76312499999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,96,735954.8600766367,3.2759979,0.019812816677588573,313.80055799999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,97,735954.8600882108,3.2778425,0.020019196285210508,313.663237,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,98,735954.8600997849,3.2798879,0.02022557895339627,313.76312499999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,99,735954.8601113589,3.2817326,0.02043196327654012,313.73814999999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,100,735954.860122933,3.2840583,0.020638345741475418,313.725645,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,101,735954.8601345071,3.2860234,0.020844728319566522,313.65077099999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,102,735954.8601460812,3.2881086,0.02105111153390503,313.725645,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,103,735954.8601576552,3.2899933,0.02125749664379883,313.80055799999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,104,735954.8601692293,3.2918782,0.02146388061325751,313.70071299999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,105,735954.8601808033,3.293803,0.02167026412672594,313.67574199999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,106,735954.8601923775,3.2958081,0.02187664767349921,313.625796,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,107,735954.8602039515,3.2977331,0.022083031533355713,313.80055799999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,108,735954.8602155256,3.2994974,0.02228941715786065,313.725645,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,109,735954.8602270996,3.3014624,0.02249579982775201,313.70071299999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,110,735954.8602386737,3.3034275,0.02270218285843573,313.663237,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,111,735954.8602502479,3.3053522,0.02290856552492608,313.67574199999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,112,735954.8602618219,3.3072371,0.02311494582201131,313.71317899999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,113,735954.860273396,3.3089614,0.023321326126359728,313.688208,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,114,735954.86028497,3.3110065,0.02352770772845459,313.65077099999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,115,735954.8602965442,3.3125305,0.02373408943484158,313.663237,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,116,735954.8603081182,3.3143752,0.0239404729533861,313.71317899999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,117,735954.8603196923,3.3160994,0.024146856521714947,313.61332899999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,118,735954.8603312663,3.3180645,0.02435323947809177,313.663237,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,119,735954.8603428404,3.3197486,0.024559623658033578,313.63830399999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,120,735954.8603544144,3.3214731,0.02476600803074476,313.725645,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,121,735954.8603659886,3.3233979,0.02497239237338935,313.663237,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,122,735954.8603775626,3.3252025,0.0251787749408332,313.63830399999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,123,735954.8603891367,3.3268466,0.02538515626180013,313.63830399999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,124,735954.8604007108,3.3285711,0.02559153745377943,313.61332899999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,125,735954.8604122848,3.3302953,0.025797920337646482,313.688208,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,126,735954.860423859,3.3322203,0.02600430254959446,313.663237,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,127,735954.860435433,3.3335838,0.02621068498959351,313.65077099999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,128,735954.8604470071,3.3354685,0.02641706927737766,313.663237,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,129,735954.8604585811,3.3372331,0.02662345052405463,313.61332899999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,130,735954.8604701553,3.3385162,0.026829834064025882,313.61332899999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,131,735954.8604817293,3.3404412,0.027036218859412302,313.575896,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,132,735954.8604933034,3.341965,0.027242602347991952,313.61332899999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,133,735954.8605048774,3.3434889,0.02744898547409396,313.625796,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,134,735954.8605164515,3.3450527,0.02765536794787259,313.600829,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,135,735954.8605280255,3.3470178,0.02786175159753757,313.575896,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,136,735954.8605395997,3.3485014,0.02806813294309828,313.625796,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,137,735954.8605511738,3.3499451,0.028274514179128008,313.600829,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,138,735954.8605627478,3.3515091,0.028480897485592307,313.58836199999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,139,735954.8605743219,3.3530331,0.028687281563140873,313.58836199999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,140,735954.860585896,3.3548377,0.02889366618691339,313.538416,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,141,735954.8605974701,3.3562009,0.029100051703430177,313.51348299999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,142,735954.8606090441,3.3579655,0.02930643517423842,313.58836199999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,143,735954.8606206182,3.3595695,0.029512819660102,313.58836199999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,144,735954.8606321922,3.3609331,0.02971920461973741,313.58836199999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,145,735954.8606437664,3.3626173,0.02992558668145412,313.625796,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,146,735954.8606553404,3.3640208,0.030131972827643502,313.63830399999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,147,735954.8606669145,3.3655446,0.03033835706945462,313.52594999999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,148,735954.8606784885,3.3669481,0.03054474035827976,313.55092099999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,149,735954.8606900626,3.368432,0.03075112444986301,313.55092099999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,150,735954.8607016368,3.3699157,0.030957507360405808,313.538416,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,151,735954.8607132108,3.3713994,0.031163891743550623,313.600829,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,152,735954.8607247849,3.3730435,0.03137027810698445,313.51348299999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,153,735954.8607363589,3.374728,0.03157666550657145,313.538416,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,154,735954.860747933,3.3757305,0.031783051919569226,313.51348299999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,155,735954.860759507,3.3772943,0.03198943791712443,313.61332899999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,156,735954.8607710812,3.3787382,0.03219582208826023,313.563387,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,157,735954.8607826552,3.3801818,0.032402207371385355,313.55092099999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,158,735954.8607942293,3.3815451,0.032608593537051735,313.51348299999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,159,735954.8608058033,3.3831091,0.03281498042198689,313.538416,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,160,735954.8608173775,3.3843923,0.033021368877288806,313.61332899999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,161,735954.8608289515,3.3859162,0.033227756328084314,313.55092099999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,162,735954.8608405256,3.3871593,0.03343414303986274,313.500979,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,163,735954.8608520997,3.3884828,0.033640531143378366,313.538416,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,164,735954.8608636737,3.390167,0.03384692121813287,313.58836199999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,165,735954.8608752479,3.39133,0.03405330832256741,313.51348299999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,166,735954.8608868219,3.3926933,0.034259696256073,313.48851199999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,167,735954.860898396,3.3938963,0.03446608263191732,313.51348299999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,168,735954.86090997,3.3952198,0.034672467808959974,313.500979,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,169,735954.8609215441,3.3965833,0.03487885221889242,313.51348299999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,170,735954.8609331182,3.3981471,0.03508523977573649,313.36369199999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,171,735954.8609446923,3.3992701,0.03529162520403036,313.538416,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,172,735954.8609562663,3.4007537,0.03549801181154038,313.500979,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,173,735954.8609678404,3.4020772,0.03570439690911865,313.46354099999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,174,735954.8609794144,3.4034808,0.035910780673428004,313.46354099999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,175,735954.8609909886,3.4046435,0.036117167139553485,313.51348299999995,98.67620878772155
